TransactionID,Supplier,Description,Amount,Category,Date
T846,UrbanStationers,office_supplies expense from UrbanStationers,42842.83,Office Supplies,2024-12-20
T847,Global Services,Office Supplies expense from Global Services,37993.88,Miscellaneous,2024-12-20
T848,Delta Goods,Insurance expense from Delta Goods,6562.5,Insurance,2024-12-21
T849,XYZ Pvt Ltd,Maintenance expense from XYZ Pvt Ltd,44451.07,Maintenance,2024-12-22
T850,Prime Supplies,Miscellaneous expense from Prime Supplies,72999.9,Maintenance,2024-12-22
T851,ABC Traders,IT Services expense from ABC Traders,29898.9,IT Services,2024-12-22
T852,MegaMart,office_supplies expense from MegaMart,70925.04,Maintenance,2024-12-23
T853,XYZ Pvt Ltd,Office Supplies expense from XYZ Pvt Ltd,35176.69,Miscellaneous,2024-12-23
T854,TechGear Inc.,Consulting expense from TechGear Inc.,61355.64,Consulting,2024-12-23
T855,Delta Goods,Maintenance expense from Unknown Supplier,49107.69,Maintenance,2024-12-23
T856,Delta Goods,Office Supplies expense from Unknown Supplier,25247.72,Miscellaneous,2024-12-24
T857,TechGear Inc.,Training expense from TechGear Inc.,25686.6,Consulting,2024-12-24
T858,Delta Goods,Marketing expense from Unknown Supplier,31973.33,Marketing,2024-12-25
T859,Bright Office,misc expense from Bright Office,62365.6,Stationery,2024-12-26
T860,MegaMart,IT Services expense from MegaMart,62543.09,Maintenance,2024-12-27
T861,Bright Office,Maintenance expense from Bright Office,11205.87,Stationery,2024-12-27
T862,Bright Office,Maintenance expense from Bright Office,70476.99,Stationery,2024-12-27
T863,MegaMart,Consulting expense from MegaMart,54850.86,Maintenance,2024-12-28
T864,Prime Supplies,Marketing expense from Prime Supplies,29522.74,Maintenance,2024-12-28
T865,Delta Goods,TRAVEL expense from Delta Goods,9820.5,Travel,2024-12-28
T866,Delta Goods,Consultation expense from Unknown Supplier,70402.66,Consulting,2024-12-29
T867,UrbanStationers,Travel expense from UrbanStationers,5364.64,Travel,2024-12-29
T868,XYZ Pvt Ltd,office_supplies expense from XYZ Pvt Ltd,55178.88,Office Supplies,2024-12-29
T869,TechGear Inc.,Insurance expense from TechGear Inc.,22926.07,Consulting,2024-12-29
T870,ABC Traders,Maintenance expense from ABC Traders,52509.57,Maintenance,2024-12-30
T871,Delta Goods,Insurance expense from Unknown Supplier,5343.82,Insurance,2024-12-30
T872,Delta Goods,Insurance expense from Delta Goods,67813.84,Insurance,2024-12-30
T873,Delta Goods,Miscellaneous expense from Unknown Supplier,46087.68,Miscellaneous,2024-12-30
T874,Delta Goods,Travel expense from Unknown Supplier,18606.35,Travel,2024-12-31
T875,ABC Traders,Office Supplies expense from ABC Traders,9948.15,Miscellaneous,2024-12-31
T876,MegaMart,Consultation expense from MegaMart,53099.96,Maintenance,2025-01-01
T877,UrbanStationers,misc expense from UrbanStationers,10227.08,Miscellaneous,2025-01-01
T878,TechGear Inc.,misc expense from TechGear Inc.,57542.87,Consulting,2025-01-02
T879,TechGear Inc.,Travel expense from TechGear Inc.,12911.56,Consulting,2025-01-03
T880,MegaMart,Consulting expense from MegaMart,51426.68,Maintenance,2025-01-03
T881,MegaMart,Office Supplies expense from MegaMart,12454.94,Maintenance,2025-01-03
T882,ABC Traders,Consultation expense from ABC Traders,67840.01,Consulting,2025-01-04
T883,Delta Goods,Training expense from Unknown Supplier,7413.74,Training,2025-01-04
T884,Delta Goods,Maintenance expense from Unknown Supplier,75309.85,Maintenance,2025-01-04
T885,XYZ Pvt Ltd,Training expense from XYZ Pvt Ltd,53054.09,Training,2025-01-05
T886,Delta Goods,IT Services expense from Delta Goods,46987.01,IT Services,2025-01-05
T887,ABC Traders,office_supplies expense from ABC Traders,76941.88,Office Supplies,2025-01-06
T888,Delta Goods,Marketing expense from Unknown Supplier,53655.16,Marketing,2025-01-06
T889,Alpha Solutions,Miscellaneous expense from Alpha Solutions,27040.12,Stationery,2025-01-06
T890,ABC Traders,Maintenance expense from ABC Traders,12637.76,Maintenance,2025-01-06
T891,Bright Office,Training expense from Bright Office,53512.63,Stationery,2025-01-07
T892,UrbanStationers,Travel expense from UrbanStationers,39560.48,Travel,2025-01-07
T893,Prime Supplies,Travel expense from Prime Supplies,9242.05,Maintenance,2025-01-07
T894,UrbanStationers,IT Services expense from UrbanStationers,65099.15,IT Services,2025-01-08
T895,ABC Traders,Office Supplies expense from ABC Traders,14312.11,Miscellaneous,2025-01-08
T896,MegaMart,IT Services expense from MegaMart,57280.4,Maintenance,2025-01-08
T897,Delta Goods,Office Supplies expense from Unknown Supplier,14491.14,Miscellaneous,2025-01-09
T898,UrbanStationers,Miscellaneous expense from UrbanStationers,48703.96,Miscellaneous,2025-01-09
T899,Global Services,Consulting expense from Global Services,74847.99,Consulting,2025-01-10
T900,Bright Office,Maintenance expense from Bright Office,39287.51,Stationery,2025-01-10
T901,Alpha Solutions,Office Supplies expense from Alpha Solutions,56372.26,Stationery,2025-01-11
T902,Global Services,TRAVEL expense from Global Services,8581.8,Travel,2025-01-11
T903,TechGear Inc.,Training expense from TechGear Inc.,35363.05,Consulting,2025-01-11
T904,XYZ Pvt Ltd,office_supplies expense from XYZ Pvt Ltd,4616.31,Office Supplies,2025-01-12
T905,ABC Traders,Office Supplies expense from ABC Traders,8987.16,Miscellaneous,2025-01-13
T906,MegaMart,Utilities expense from MegaMart,51610.78,Maintenance,2025-01-13
T907,Delta Goods,Utilities expense from Unknown Supplier,32450.13,Utilities,2025-01-14
T908,Delta Goods,Insurance expense from Delta Goods,46853.92,Insurance,2025-01-14
T909,Delta Goods,misc expense from Delta Goods,52227.34,Miscellaneous,2025-01-16
T910,Delta Goods,office_supplies expense from Unknown Supplier,45847.21,Office Supplies,2025-01-16
T911,Delta Goods,Consulting expense from Delta Goods,8409.93,Consulting,2025-01-16
T912,Bright Office,Training expense from Bright Office,74849.56,Stationery,2025-01-16
T913,Prime Supplies,Consulting expense from Prime Supplies,51708.11,Maintenance,2025-01-17
T914,TechGear Inc.,Consulting expense from TechGear Inc.,48187.79,Consulting,2025-01-17
T915,Global Services,misc expense from Global Services,7990.24,Miscellaneous,2025-01-17
T916,Delta Goods,Utilities expense from Unknown Supplier,32765.32,Utilities,2025-01-17
T917,Global Services,Miscellaneous expense from Global Services,18186.16,Miscellaneous,2025-01-18
T918,MegaMart,Insurance expense from MegaMart,21920.99,Maintenance,2025-01-18
T919,Delta Goods,Office Supplies expense from Unknown Supplier,40459.37,Miscellaneous,2025-01-19
T920,Bright Office,Office Supplies expense from Bright Office,41904.85,Stationery,2025-01-19
T921,Alpha Solutions,Travel expense from Alpha Solutions,50019.61,Stationery,2025-01-20
T922,Delta Goods,Miscellaneous expense from Unknown Supplier,13821.02,Miscellaneous,2025-01-20
T923,XYZ Pvt Ltd,Marketing expense from XYZ Pvt Ltd,18920.79,Marketing,2025-01-20
T924,TechGear Inc.,misc expense from TechGear Inc.,14782.67,Consulting,2025-01-21
T925,XYZ Pvt Ltd,Consultation expense from XYZ Pvt Ltd,25148.35,Consulting,2025-01-22
T926,Bright Office,Insurance expense from Bright Office,72948.37,Stationery,2025-01-22
T927,XYZ Pvt Ltd,Insurance expense from XYZ Pvt Ltd,19880.96,Insurance,2025-01-23
T928,TechGear Inc.,IT Services expense from TechGear Inc.,7571.74,Consulting,2025-01-23
T929,Prime Supplies,Utilities expense from Prime Supplies,2250.92,Maintenance,2025-01-23
T930,Delta Goods,IT Services expense from Delta Goods,55548.17,IT Services,2025-01-24
T931,Prime Supplies,TRAVEL expense from Prime Supplies,12988.0,Maintenance,2025-01-25
T932,TechGear Inc.,office_supplies expense from TechGear Inc.,79202.96,Consulting,2025-01-25
T933,Delta Goods,Office Supplies expense from Unknown Supplier,39567.99,Miscellaneous,2025-01-25
T934,Delta Goods,Miscellaneous expense from Unknown Supplier,56166.28,Miscellaneous,2025-01-25
T935,Delta Goods,Consulting expense from Unknown Supplier,16887.41,Consulting,2025-01-26
T936,ABC Traders,Training expense from ABC Traders,7319.18,Training,2025-01-26
T937,Delta Goods,misc expense from Unknown Supplier,64935.25,Miscellaneous,2025-01-26
T938,Delta Goods,Maintenance expense from Delta Goods,56528.85,Maintenance,2025-01-27
T939,XYZ Pvt Ltd,Travel expense from XYZ Pvt Ltd,66056.85,Travel,2025-01-27
T940,Prime Supplies,office_supplies expense from Prime Supplies,24112.75,Maintenance,2025-01-28
T941,Alpha Solutions,Training expense from Alpha Solutions,58251.91,Stationery,2025-01-28
T942,Bright Office,Travel expense from Bright Office,21691.54,Stationery,2025-01-28
T943,ABC Traders,Utilities expense from ABC Traders,29003.63,Utilities,2025-01-28
T944,Delta Goods,Consultation expense from Unknown Supplier,14967.54,Consulting,2025-01-29
T945,MegaMart,Utilities expense from MegaMart,20840.4,Maintenance,2025-01-29
T946,XYZ Pvt Ltd,office_supplies expense from XYZ Pvt Ltd,18907.44,Office Supplies,2025-01-29
T947,Delta Goods,TRAVEL expense from Unknown Supplier,78164.32,Travel,2025-01-29
T948,UrbanStationers,Miscellaneous expense from UrbanStationers,6497.48,Miscellaneous,2025-01-31
T949,Bright Office,Utilities expense from Bright Office,55675.77,Stationery,2025-01-31
T950,Alpha Solutions,TRAVEL expense from Alpha Solutions,11520.78,Stationery,2025-01-31
T951,Delta Goods,Insurance expense from Unknown Supplier,16835.58,Insurance,2025-02-01
T952,Bright Office,Travel expense from Bright Office,53884.05,Stationery,2025-02-01
T953,Prime Supplies,Consulting expense from Prime Supplies,47909.67,Maintenance,2025-02-02
T954,TechGear Inc.,Consultation expense from TechGear Inc.,13517.22,Consulting,2025-02-03
T955,Delta Goods,Marketing expense from Delta Goods,38237.28,Marketing,2025-02-04
T956,Global Services,Marketing expense from Global Services,45519.82,Marketing,2025-02-05
T957,Global Services,Insurance expense from Global Services,36098.33,Insurance,2025-02-05
T958,TechGear Inc.,Training expense from TechGear Inc.,32634.39,Consulting,2025-02-06
T959,XYZ Pvt Ltd,Office Supplies expense from XYZ Pvt Ltd,21086.55,Miscellaneous,2025-02-07
T960,Alpha Solutions,office_supplies expense from Alpha Solutions,5548.4,Stationery,2025-02-08
T961,Delta Goods,Utilities expense from Delta Goods,30172.51,Utilities,2025-02-08
T962,Global Services,Consulting expense from Global Services,61344.83,Consulting,2025-02-09
T963,Alpha Solutions,Consulting expense from Alpha Solutions,55370.99,Stationery,2025-02-09
T964,Prime Supplies,Training expense from Prime Supplies,40752.14,Maintenance,2025-02-09
T965,MegaMart,Travel expense from MegaMart,33947.39,Maintenance,2025-02-09
T966,Prime Supplies,Training expense from Prime Supplies,21876.37,Maintenance,2025-02-10
T967,TechGear Inc.,Marketing expense from TechGear Inc.,34342.06,Consulting,2025-02-10
T968,Delta Goods,IT Services expense from Unknown Supplier,47601.07,IT Services,2025-02-10
T969,Alpha Solutions,Office Supplies expense from Alpha Solutions,48154.37,Stationery,2025-02-11
T970,UrbanStationers,Consulting expense from UrbanStationers,61346.73,Consulting,2025-02-11
T971,UrbanStationers,IT Services expense from UrbanStationers,27640.5,IT Services,2025-02-12
T972,Alpha Solutions,Miscellaneous expense from Alpha Solutions,46753.31,Stationery,2025-02-12
T973,MegaMart,Utilities expense from MegaMart,43014.11,Maintenance,2025-02-12
T974,ABC Traders,Travel expense from ABC Traders,56046.83,Travel,2025-02-13
T975,Global Services,Insurance expense from Global Services,52998.42,Insurance,2025-02-13
T976,TechGear Inc.,Office Supplies expense from TechGear Inc.,51956.62,Consulting,2025-02-13
T977,TechGear Inc.,Insurance expense from TechGear Inc.,73692.7,Consulting,2025-02-14
T978,UrbanStationers,Training expense from UrbanStationers,5973.78,Training,2025-02-15
T979,Alpha Solutions,Utilities expense from Alpha Solutions,24940.54,Stationery,2025-02-16
T980,ABC Traders,Utilities expense from ABC Traders,60315.65,Utilities,2025-02-16
T981,UrbanStationers,Training expense from UrbanStationers,32047.89,Training,2025-02-16
T982,UrbanStationers,misc expense from UrbanStationers,48722.22,Miscellaneous,2025-02-17
T983,Bright Office,misc expense from Bright Office,3961.51,Stationery,2025-02-17
T984,Bright Office,Office Supplies expense from Bright Office,17342.6,Stationery,2025-02-18
T985,ABC Traders,Marketing expense from ABC Traders,73160.84,Marketing,2025-02-18
T986,Prime Supplies,Miscellaneous expense from Prime Supplies,29203.15,Maintenance,2025-02-19
T987,ABC Traders,Office Supplies expense from ABC Traders,51904.99,Miscellaneous,2025-02-19
T988,TechGear Inc.,Maintenance expense from TechGear Inc.,25482.16,Consulting,2025-02-19
T989,TechGear Inc.,Travel expense from TechGear Inc.,52991.42,Consulting,2025-02-20
T990,Prime Supplies,Training expense from Prime Supplies,8525.52,Maintenance,2025-02-20
T991,Delta Goods,IT Services expense from Delta Goods,76898.65,IT Services,2025-02-20
T992,Delta Goods,misc expense from Delta Goods,26356.89,Miscellaneous,2025-02-21
T993,Delta Goods,TRAVEL expense from Unknown Supplier,31228.98,Travel,2025-02-22
T994,ABC Traders,Consulting expense from ABC Traders,37561.1,Consulting,2025-02-22
T995,Prime Supplies,Maintenance expense from Prime Supplies,72630.62,Maintenance,2025-02-23
T996,Delta Goods,Maintenance expense from Unknown Supplier,22943.88,Maintenance,2025-02-23
T997,Alpha Solutions,TRAVEL expense from Alpha Solutions,40311.02,Stationery,2025-02-23
T998,Global Services,Consultation expense from Global Services,49271.43,Consulting,2025-02-24
T999,Delta Goods,office_supplies expense from Delta Goods,62075.19,Office Supplies,2025-02-25
T1000,Delta Goods,misc expense from Delta Goods,74869.91,Miscellaneous,2025-02-26
T1001,Delta Goods,IT Services expense from Unknown Supplier,8836.9,IT Services,2025-02-26
T1002,MegaMart,TRAVEL expense from MegaMart,26330.29,Maintenance,2025-02-27
T1003,XYZ Pvt Ltd,Utilities expense from XYZ Pvt Ltd,40559.37,Utilities,2025-02-27
T1004,UrbanStationers,Insurance expense from UrbanStationers,28886.07,Insurance,2025-02-27
T1005,TechGear Inc.,TRAVEL expense from TechGear Inc.,29864.65,Consulting,2025-02-28
T1006,Bright Office,Consultation expense from Bright Office,56339.63,Stationery,2025-02-28
T1007,UrbanStationers,Consultation expense from UrbanStationers,42021.18,Consulting,2025-02-28
T1008,Delta Goods,misc expense from Unknown Supplier,73277.92,Miscellaneous,2025-03-01
T1009,TechGear Inc.,Consultation expense from TechGear Inc.,70618.82,Consulting,2025-03-01
T1010,Delta Goods,Consultation expense from Delta Goods,15911.74,Consulting,2025-03-01
T1011,XYZ Pvt Ltd,Utilities expense from XYZ Pvt Ltd,66488.55,Utilities,2025-03-02
T1012,Global Services,Office Supplies expense from Global Services,30359.8,Miscellaneous,2025-03-03
T1013,Delta Goods,misc expense from Delta Goods,36649.28,Miscellaneous,2025-03-03
T1014,TechGear Inc.,IT Services expense from TechGear Inc.,32560.35,Consulting,2025-03-03
T1015,XYZ Pvt Ltd,Consulting expense from XYZ Pvt Ltd,68516.58,Consulting,2025-03-04
T1016,Delta Goods,Maintenance expense from Delta Goods,24467.83,Maintenance,2025-03-04
T1017,Alpha Solutions,Maintenance expense from Alpha Solutions,59795.57,Stationery,2025-03-04
T1018,Prime Supplies,Maintenance expense from Prime Supplies,73191.5,Maintenance,2025-03-05
T1019,Delta Goods,Training expense from Delta Goods,41939.35,Training,2025-03-05
T1020,XYZ Pvt Ltd,Maintenance expense from XYZ Pvt Ltd,52547.54,Maintenance,2025-03-06
T1021,MegaMart,Maintenance expense from MegaMart,34259.07,Maintenance,2025-03-07
T1022,Prime Supplies,Training expense from Prime Supplies,79061.23,Maintenance,2025-03-07
T1023,UrbanStationers,Marketing expense from UrbanStationers,79975.65,Marketing,2025-03-07
T1024,TechGear Inc.,Maintenance expense from TechGear Inc.,6339.49,Consulting,2025-03-07
T1025,ABC Traders,Consulting expense from ABC Traders,12811.89,Consulting,2025-03-08
T1026,TechGear Inc.,Training expense from TechGear Inc.,66686.24,Consulting,2025-03-08
T1027,TechGear Inc.,Consulting expense from TechGear Inc.,9906.21,Consulting,2025-03-08
T1028,Bright Office,Training expense from Bright Office,36406.7,Stationery,2025-03-09
T1029,MegaMart,Maintenance expense from MegaMart,28949.69,Maintenance,2025-03-10
T1030,Delta Goods,Marketing expense from Delta Goods,36803.33,Marketing,2025-03-10
T1031,Delta Goods,Training expense from Unknown Supplier,12541.35,Training,2025-03-10
T1032,Alpha Solutions,TRAVEL expense from Alpha Solutions,11116.35,Stationery,2025-03-10
T1033,Prime Supplies,Maintenance expense from Prime Supplies,40022.17,Maintenance,2025-03-11
T1034,Global Services,misc expense from Global Services,6831.83,Miscellaneous,2025-03-11
T1035,UrbanStationers,Marketing expense from UrbanStationers,40068.83,Marketing,2025-03-12
T1036,Global Services,Maintenance expense from Global Services,42665.73,Maintenance,2025-03-13
T1037,Prime Supplies,Consultation expense from Prime Supplies,4271.3,Maintenance,2025-03-13
T1038,Global Services,Travel expense from Global Services,48252.98,Travel,2025-03-13
T1039,Bright Office,Maintenance expense from Bright Office,18835.35,Stationery,2025-03-14
T1040,TechGear Inc.,Consulting expense from TechGear Inc.,23179.92,Consulting,2025-03-14
T1041,Bright Office,Office Supplies expense from Bright Office,5590.88,Stationery,2025-03-14
T1042,UrbanStationers,Consulting expense from UrbanStationers,23995.07,Consulting,2025-03-15
T1043,Delta Goods,office_supplies expense from Unknown Supplier,64023.1,Office Supplies,2025-03-15
T1044,Delta Goods,Consulting expense from Delta Goods,72644.22,Consulting,2025-03-17
T1045,Global Services,Utilities expense from Global Services,57305.74,Utilities,2025-03-17
T1046,Prime Supplies,Consulting expense from Prime Supplies,6286.69,Maintenance,2025-03-18
T1047,Delta Goods,Office Supplies expense from Unknown Supplier,72989.25,Miscellaneous,2025-03-18
T1048,Prime Supplies,misc expense from Prime Supplies,11821.32,Maintenance,2025-03-19
T1049,Delta Goods,Office Supplies expense from Unknown Supplier,72887.52,Miscellaneous,2025-03-20
T1050,Delta Goods,Maintenance expense from Unknown Supplier,12116.24,Maintenance,2025-03-20
T1051,Global Services,Training expense from Global Services,69019.3,Training,2025-03-20
T1052,XYZ Pvt Ltd,Maintenance expense from XYZ Pvt Ltd,30448.92,Maintenance,2025-03-21
T1053,Global Services,Maintenance expense from Global Services,16479.0,Maintenance,2025-03-21
T1054,Bright Office,TRAVEL expense from Bright Office,45964.41,Stationery,2025-03-22
T1055,UrbanStationers,Office Supplies expense from UrbanStationers,59347.76,Miscellaneous,2025-03-22
T1056,TechGear Inc.,Office Supplies expense from TechGear Inc.,60283.46,Consulting,2025-03-23
T1057,Delta Goods,Utilities expense from Delta Goods,50757.81,Utilities,2025-03-23
T1058,Bright Office,Miscellaneous expense from Bright Office,63293.55,Stationery,2025-03-24
T1059,XYZ Pvt Ltd,misc expense from XYZ Pvt Ltd,18725.24,Miscellaneous,2025-03-24
T1060,Alpha Solutions,Training expense from Alpha Solutions,66666.4,Stationery,2025-03-24
T1061,Delta Goods,Office Supplies expense from Unknown Supplier,1782.05,Miscellaneous,2025-03-25
T1062,Delta Goods,Miscellaneous expense from Unknown Supplier,78658.58,Miscellaneous,2025-03-26
T1063,Bright Office,office_supplies expense from Bright Office,75927.8,Stationery,2025-03-26
T1064,Delta Goods,Office Supplies expense from Unknown Supplier,16157.11,Miscellaneous,2025-03-26
T1065,Bright Office,IT Services expense from Bright Office,72236.3,Stationery,2025-03-27
T1066,Prime Supplies,Utilities expense from Prime Supplies,7398.28,Maintenance,2025-03-27
T1067,Alpha Solutions,Consultation expense from Alpha Solutions,2942.44,Stationery,2025-03-28
T1068,UrbanStationers,Maintenance expense from UrbanStationers,77113.23,Maintenance,2025-03-28
T1069,Delta Goods,Consulting expense from Delta Goods,51125.11,Consulting,2025-03-29
T1070,Delta Goods,Travel expense from Unknown Supplier,43104.77,Travel,2025-03-29
T1071,Delta Goods,Insurance expense from Unknown Supplier,79648.74,Insurance,2025-03-30
T1072,TechGear Inc.,Marketing expense from TechGear Inc.,32750.49,Consulting,2025-03-31
T1073,MegaMart,Office Supplies expense from MegaMart,57389.73,Maintenance,2025-03-31
T1074,TechGear Inc.,Maintenance expense from TechGear Inc.,37278.02,Consulting,2025-04-01
T1075,Global Services,Insurance expense from Global Services,25564.55,Insurance,2025-04-01
T1076,TechGear Inc.,Office Supplies expense from TechGear Inc.,78680.66,Consulting,2025-04-01
T1077,Global Services,Consulting expense from Global Services,43033.89,Consulting,2025-04-01
T1078,Delta Goods,Office Supplies expense from Unknown Supplier,68126.98,Miscellaneous,2025-04-02
T1079,MegaMart,Marketing expense from MegaMart,45833.41,Maintenance,2025-04-03
T1080,Bright Office,Utilities expense from Bright Office,61995.5,Stationery,2025-04-03
T1081,TechGear Inc.,misc expense from TechGear Inc.,75224.36,Consulting,2025-04-03
T1082,UrbanStationers,IT Services expense from UrbanStationers,34822.59,IT Services,2025-04-04
T1083,Delta Goods,misc expense from Delta Goods,39162.95,Miscellaneous,2025-04-05
T1084,UrbanStationers,IT Services expense from UrbanStationers,22390.39,IT Services,2025-04-05
T1085,ABC Traders,Marketing expense from ABC Traders,40921.86,Marketing,2025-04-05
T1086,UrbanStationers,Utilities expense from UrbanStationers,21425.29,Utilities,2025-04-06
T1087,Bright Office,misc expense from Bright Office,52597.35,Stationery,2025-04-06
T1088,TechGear Inc.,Marketing expense from TechGear Inc.,29827.66,Consulting,2025-04-07
T1089,Prime Supplies,misc expense from Prime Supplies,18506.52,Maintenance,2025-04-07
T1090,ABC Traders,Office Supplies expense from ABC Traders,55935.51,Miscellaneous,2025-04-09
T1091,Bright Office,IT Services expense from Bright Office,52838.11,Stationery,2025-04-09
T1092,Bright Office,Marketing expense from Bright Office,11901.61,Stationery,2025-04-09
T1093,Alpha Solutions,Miscellaneous expense from Alpha Solutions,4215.28,Stationery,2025-04-10
T1094,Global Services,Consulting expense from Global Services,21377.26,Consulting,2025-04-11
T1095,Delta Goods,Office Supplies expense from Delta Goods,64240.32,Miscellaneous,2025-04-11
T1096,MegaMart,Consulting expense from MegaMart,60478.33,Maintenance,2025-04-11
T1097,MegaMart,Miscellaneous expense from MegaMart,9961.12,Maintenance,2025-04-11
T1098,ABC Traders,misc expense from ABC Traders,24886.65,Miscellaneous,2025-04-12
T1099,UrbanStationers,misc expense from UrbanStationers,11375.74,Miscellaneous,2025-04-12
T1100,Alpha Solutions,Marketing expense from Alpha Solutions,62585.28,Stationery,2025-04-13
T1101,Delta Goods,Training expense from Unknown Supplier,44319.99,Training,2025-04-14
T1102,UrbanStationers,IT Services expense from UrbanStationers,27760.05,IT Services,2025-04-14
T1103,TechGear Inc.,misc expense from TechGear Inc.,44750.84,Consulting,2025-04-15
T1104,Delta Goods,TRAVEL expense from Unknown Supplier,46542.21,Travel,2025-04-15
T1105,TechGear Inc.,TRAVEL expense from TechGear Inc.,26948.38,Consulting,2025-04-15
T1106,Bright Office,TRAVEL expense from Bright Office,23404.29,Stationery,2025-04-15
T1107,ABC Traders,Travel expense from ABC Traders,37471.41,Travel,2025-04-16
T1108,Delta Goods,Training expense from Unknown Supplier,53255.66,Training,2025-04-17
T1109,MegaMart,Insurance expense from MegaMart,12283.44,Maintenance,2025-04-17
T1110,ABC Traders,Travel expense from ABC Traders,42946.0,Travel,2025-04-17
T1111,Bright Office,Insurance expense from Bright Office,31335.6,Stationery,2025-04-17
T1112,Delta Goods,Miscellaneous expense from Delta Goods,33740.28,Miscellaneous,2025-04-18
T1113,MegaMart,office_supplies expense from MegaMart,41169.98,Maintenance,2025-04-19
T1114,Prime Supplies,Maintenance expense from Prime Supplies,17155.22,Maintenance,2025-04-19
T1115,Delta Goods,Office Supplies expense from Delta Goods,48760.71,Miscellaneous,2025-04-19
T1116,MegaMart,Consultation expense from MegaMart,4399.82,Maintenance,2025-04-20
T1117,Bright Office,misc expense from Bright Office,62820.21,Stationery,2025-04-20
T1118,ABC Traders,IT Services expense from ABC Traders,72235.11,IT Services,2025-04-21
T1119,Alpha Solutions,Travel expense from Alpha Solutions,1888.04,Stationery,2025-04-21
T1120,ABC Traders,Travel expense from ABC Traders,66594.65,Travel,2025-04-22
T1121,Delta Goods,Utilities expense from Delta Goods,25885.75,Utilities,2025-04-23
T1122,XYZ Pvt Ltd,Training expense from XYZ Pvt Ltd,11611.49,Training,2025-04-23
T1123,Alpha Solutions,Utilities expense from Alpha Solutions,57666.94,Stationery,2025-04-24
T1124,Delta Goods,Consulting expense from Delta Goods,78918.58,Consulting,2025-04-24
T1125,Prime Supplies,Marketing expense from Prime Supplies,63635.44,Maintenance,2025-04-24
T1126,Prime Supplies,misc expense from Prime Supplies,75886.96,Maintenance,2025-04-24
T1127,Global Services,IT Services expense from Global Services,50757.86,IT Services,2025-04-25
T1128,Delta Goods,office_supplies expense from Unknown Supplier,49946.68,Office Supplies,2025-04-25
T1129,Delta Goods,IT Services expense from Unknown Supplier,16152.62,IT Services,2025-04-25
T1130,Bright Office,Consulting expense from Bright Office,13665.33,Stationery,2025-04-26
T1131,TechGear Inc.,TRAVEL expense from TechGear Inc.,21167.73,Consulting,2025-04-26
T1132,XYZ Pvt Ltd,TRAVEL expense from XYZ Pvt Ltd,41399.53,Travel,2025-04-27
T1133,Delta Goods,Maintenance expense from Delta Goods,76369.19,Maintenance,2025-04-27
T1134,Delta Goods,Utilities expense from Unknown Supplier,33206.72,Utilities,2025-04-27
T1135,Delta Goods,Marketing expense from Unknown Supplier,67860.69,Marketing,2025-04-28
T1136,ABC Traders,Maintenance expense from ABC Traders,28206.0,Maintenance,2025-04-28
T1137,XYZ Pvt Ltd,office_supplies expense from XYZ Pvt Ltd,10810.98,Office Supplies,2025-04-28
T1138,Prime Supplies,Office Supplies expense from Prime Supplies,26839.24,Maintenance,2025-04-29
T1139,Global Services,TRAVEL expense from Global Services,19918.94,Travel,2025-04-30
T1140,Global Services,IT Services expense from Global Services,38051.97,IT Services,2025-05-01
T1141,Delta Goods,IT Services expense from Unknown Supplier,79300.47,IT Services,2025-05-01
T1142,XYZ Pvt Ltd,Office Supplies expense from XYZ Pvt Ltd,68510.62,Miscellaneous,2025-05-01
T1143,Alpha Solutions,Marketing expense from Alpha Solutions,18134.51,Stationery,2025-05-02
T1144,Bright Office,Miscellaneous expense from Bright Office,72655.26,Stationery,2025-05-02
T1145,Prime Supplies,office_supplies expense from Prime Supplies,64966.21,Maintenance,2025-05-03
T1146,Prime Supplies,Insurance expense from Prime Supplies,20310.33,Maintenance,2025-05-03
T1147,TechGear Inc.,Training expense from TechGear Inc.,221.64,Consulting,2025-05-04
T1148,ABC Traders,misc expense from ABC Traders,17588.33,Miscellaneous,2025-05-05
T1149,TechGear Inc.,misc expense from TechGear Inc.,72602.55,Consulting,2025-05-06
T1150,Global Services,Travel expense from Global Services,70938.3,Travel,2025-05-07
T1151,UrbanStationers,Office Supplies expense from UrbanStationers,61976.41,Miscellaneous,2025-05-07
T1152,TechGear Inc.,Miscellaneous expense from TechGear Inc.,65805.15,Consulting,2025-05-08
T1153,Bright Office,Consulting expense from Bright Office,35342.2,Stationery,2025-05-09
T1154,Prime Supplies,Insurance expense from Prime Supplies,33693.26,Maintenance,2025-05-09
T1155,TechGear Inc.,Utilities expense from TechGear Inc.,75947.26,Consulting,2025-05-10
T1156,MegaMart,IT Services expense from MegaMart,2018.63,Maintenance,2025-05-10
T1157,Prime Supplies,TRAVEL expense from Prime Supplies,78215.79,Maintenance,2025-05-10
T1158,Delta Goods,Maintenance expense from Delta Goods,186.29,Maintenance,2025-05-11
T1159,Global Services,office_supplies expense from Global Services,21226.11,Office Supplies,2025-05-11
T1160,TechGear Inc.,misc expense from TechGear Inc.,36201.35,Consulting,2025-05-11
T1161,Global Services,Utilities expense from Global Services,72216.67,Utilities,2025-05-12
T1162,Global Services,Utilities expense from Global Services,14488.23,Utilities,2025-05-12
T1163,Delta Goods,TRAVEL expense from Delta Goods,59281.66,Travel,2025-05-12
